FIPStxt,State,Area name,Attribute,Value
2290,AK,Yukon-Koyukuk Census Area,Population 2020,5343
2290,AK,Yukon-Koyukuk Census Area,Population 2021,5275
4000,AZ,Arizona,Population 1990,3665339
4000,AZ,Arizona,Population 2000,5130247
4000,AZ,Arizona,Population 2010,6392017
4000,AZ,Arizona,Population 2020,7151502
4000,AZ,Arizona,Population 2021,7276316
4001,AZ,Apache County,Rural-urban continuum code 2013,6
4001,AZ,Apache County,Population 1990,61591
4001,AZ,Apache County,Population 2000,69430
4001,AZ,Apache County,Population 2010,71518
4001,AZ,Apache County,Population 2020,66021
4001,AZ,Apache County,Population 2021,65623
4003,AZ,Cochise County,Rural-urban continuum code 2013,3
4003,AZ,Cochise County,Population 1990,97624
4003,AZ,Cochise County,Population 2000,117743
4003,AZ,Cochise County,Population 2010,131346
4003,AZ,Cochise County,Population 2020,125447
4003,AZ,Cochise County,Population 2021,126050
4005,AZ,Coconino County,Rural-urban continuum code 2013,3
4005,AZ,Coconino County,Population 1990,96591
4005,AZ,Coconino County,Population 2000,116320
4005,AZ,Coconino County,Population 2010,134421
4005,AZ,Coconino County,Population 2020,145101
4005,AZ,Coconino County,Population 2021,145052
4007,AZ,Gila County,Rural-urban continuum code 2013,4
4007,AZ,Gila County,Population 1990,40216
4007,AZ,Gila County,Population 2000,51298
4007,AZ,Gila County,Population 2010,53597
4007,AZ,Gila County,Population 2020,53272
4007,AZ,Gila County,Population 2021,53589
4009,AZ,Graham County,Rural-urban continuum code 2013,7
4009,AZ,Graham County,Population 1990,26554
4009,AZ,Graham County,Population 2000,33475
4009,AZ,Graham County,Population 2010,37220
4009,AZ,Graham County,Population 2020,38533
4009,AZ,Graham County,Population 2021,39050
4011,AZ,Greenlee County,Rural-urban continuum code 2013,7
4011,AZ,Greenlee County,Population 1990,8008
4011,AZ,Greenlee County,Population 2000,8539
4011,AZ,Greenlee County,Population 2010,8437
4011,AZ,Greenlee County,Population 2020,9563
4011,AZ,Greenlee County,Population 2021,9404
4012,AZ,La Paz County,Rural-urban continuum code 2013,6
4012,AZ,La Paz County,Population 1990,13844
4012,AZ,La Paz County,Population 2000,19670
4012,AZ,La Paz County,Population 2010,20489
4012,AZ,La Paz County,Population 2020,16557
4012,AZ,La Paz County,Population 2021,16408
4013,AZ,Maricopa County,Rural-urban continuum code 2013,1
4013,AZ,Maricopa County,Population 1990,2122101
4013,AZ,Maricopa County,Population 2000,3072415
4013,AZ,Maricopa County,Population 2010,3817117
4013,AZ,Maricopa County,Population 2020,4420568
4013,AZ,Maricopa County,Population 2021,4496588
4015,AZ,Mohave County,Rural-urban continuum code 2013,3
4015,AZ,Mohave County,Population 1990,93497
4015,AZ,Mohave County,Population 2000,154981
4015,AZ,Mohave County,Population 2010,200186
4015,AZ,Mohave County,Population 2020,213267
4015,AZ,Mohave County,Population 2021,217692
4017,AZ,Navajo County,Rural-urban continuum code 2013,4
4017,AZ,Navajo County,Population 1990,77674
4017,AZ,Navajo County,Population 2000,97452
4017,AZ,Navajo County,Population 2010,107449
4017,AZ,Navajo County,Population 2020,106717
4017,AZ,Navajo County,Population 2021,108147
4019,AZ,Pima County,Rural-urban continuum code 2013,2
4019,AZ,Pima County,Population 1990,666957
4019,AZ,Pima County,Population 2000,843702
4019,AZ,Pima County,Population 2010,980263
4019,AZ,Pima County,Population 2020,1043433
4019,AZ,Pima County,Population 2021,1052030
4021,AZ,Pinal County,Rural-urban continuum code 2013,1
4021,AZ,Pinal County,Population 1990,116397
4021,AZ,Pinal County,Population 2000,179469
4021,AZ,Pinal County,Population 2010,375770
4021,AZ,Pinal County,Population 2020,425264
4021,AZ,Pinal County,Population 2021,449557
4023,AZ,Santa Cruz County,Rural-urban continuum code 2013,4
4023,AZ,Santa Cruz County,Population 1990,29676
4023,AZ,Santa Cruz County,Population 2000,38381
4023,AZ,Santa Cruz County,Population 2010,47420
4023,AZ,Santa Cruz County,Population 2020,47669
4023,AZ,Santa Cruz County,Population 2021,47883
4025,AZ,Yavapai County,Rural-urban continuum code 2013,3
4025,AZ,Yavapai County,Population 1990,107714
4025,AZ,Yavapai County,Population 2000,167377
4025,AZ,Yavapai County,Population 2010,211033
4025,AZ,Yavapai County,Population 2020,236209
4025,AZ,Yavapai County,Population 2021,242253
4027,AZ,Yuma County,Rural-urban continuum code 2013,3
4027,AZ,Yuma County,Population 1990,106895
4027,AZ,Yuma County,Population 2000,159995
4027,AZ,Yuma County,Population 2010,195751
4027,AZ,Yuma County,Population 2020,203881
4027,AZ,Yuma County,Population 2021,206990
5000,AR,Arkansas,Population 1990,2350624
5000,AR,Arkansas,Population 2000,2673293
5000,AR,Arkansas,Population 2010,2915918
5000,AR,Arkansas,Population 2020,3011524
5000,AR,Arkansas,Population 2021,3025891
5001,AR,Arkansas County,Rural-urban continuum code 2013,6
5001,AR,Arkansas County,Population 1990,21653
5001,AR,Arkansas County,Population 2000,20751
5001,AR,Arkansas County,Population 2010,19019
5001,AR,Arkansas County,Population 2020,17149
5001,AR,Arkansas County,Population 2021,16722
5003,AR,Ashley County,Rural-urban continuum code 2013,7
5003,AR,Ashley County,Population 1990,24319
5003,AR,Ashley County,Population 2000,24217
5003,AR,Ashley County,Population 2010,21853
5003,AR,Ashley County,Population 2020,19062
5003,AR,Ashley County,Population 2021,18674
5005,AR,Baxter County,Rural-urban continuum code 2013,7
5005,AR,Baxter County,Population 1990,31186
5005,AR,Baxter County,Population 2000,38365
5005,AR,Baxter County,Population 2010,41513
5005,AR,Baxter County,Population 2020,41627
5005,AR,Baxter County,Population 2021,42144
5007,AR,Benton County,Rural-urban continuum code 2013,2
5007,AR,Benton County,Population 1990,97530
5007,AR,Benton County,Population 2000,153323
5007,AR,Benton County,Population 2010,221339
5007,AR,Benton County,Population 2020,284333
5007,AR,Benton County,Population 2021,293692
5009,AR,Boone County,Rural-urban continuum code 2013,7
5009,AR,Boone County,Population 1990,28297
5009,AR,Boone County,Population 2000,33940
5009,AR,Boone County,Population 2010,36903
5009,AR,Boone County,Population 2020,37373
5009,AR,Boone County,Population 2021,37830
5011,AR,Bradley County,Rural-urban continuum code 2013,7
5011,AR,Bradley County,Population 1990,11793
5011,AR,Bradley County,Population 2000,12618
5011,AR,Bradley County,Population 2010,11508
5011,AR,Bradley County,Population 2020,10545
5011,AR,Bradley County,Population 2021,10408
5013,AR,Calhoun County,Rural-urban continuum code 2013,9
5013,AR,Calhoun County,Population 1990,5826
5013,AR,Calhoun County,Population 2000,5731
5013,AR,Calhoun County,Population 2010,5368
5013,AR,Calhoun County,Population 2020,4739
5013,AR,Calhoun County,Population 2021,4741
5015,AR,Carroll County,Rural-urban continuum code 2013,6
5015,AR,Carroll County,Population 1990,18623
5015,AR,Carroll County,Population 2000,25345
5015,AR,Carroll County,Population 2010,27446
5015,AR,Carroll County,Population 2020,28260
5015,AR,Carroll County,Population 2021,28435
5017,AR,Chicot County,Rural-urban continuum code 2013,7
5017,AR,Chicot County,Population 1990,15713
5017,AR,Chicot County,Population 2000,14101
5017,AR,Chicot County,Population 2010,11800
5017,AR,Chicot County,Population 2020,10208
5017,AR,Chicot County,Population 2021,10019
5019,AR,Clark County,Rural-urban continuum code 2013,7
5019,AR,Clark County,Population 1990,21437
5019,AR,Clark County,Population 2000,23541
5019,AR,Clark County,Population 2010,22995
5019,AR,Clark County,Population 2020,21446
5019,AR,Clark County,Population 2021,21321
5021,AR,Clay County,Rural-urban continuum code 2013,7
5021,AR,Clay County,Population 1990,18107
5021,AR,Clay County,Population 2000,17594
5021,AR,Clay County,Population 2010,16083
5021,AR,Clay County,Population 2020,14552
5021,AR,Clay County,Population 2021,14350
5023,AR,Cleburne County,Rural-urban continuum code 2013,6
5023,AR,Cleburne County,Population 1990,19411
5023,AR,Cleburne County,Population 2000,24005
5023,AR,Cleburne County,Population 2010,25970
5023,AR,Cleburne County,Population 2020,24711
5023,AR,Cleburne County,Population 2021,25015
5025,AR,Cleveland County,Rural-urban continuum code 2013,3
5025,AR,Cleveland County,Population 1990,7781
5025,AR,Cleveland County,Population 2000,8562
5025,AR,Cleveland County,Population 2010,8689
5025,AR,Cleveland County,Population 2020,7550
5025,AR,Cleveland County,Population 2021,7514
5027,AR,Columbia County,Rural-urban continuum code 2013,7
5027,AR,Columbia County,Population 1990,25691
5027,AR,Columbia County,Population 2000,25612
5027,AR,Columbia County,Population 2010,24552
5027,AR,Columbia County,Population 2020,22801
5027,AR,Columbia County,Population 2021,22672
5029,AR,Conway County,Rural-urban continuum code 2013,6
5029,AR,Conway County,Population 1990,19151
5029,AR,Conway County,Population 2000,20320
5029,AR,Conway County,Population 2010,21273
5029,AR,Conway County,Population 2020,20715
5029,AR,Conway County,Population 2021,20873
5031,AR,Craighead County,Rural-urban continuum code 2013,3
5031,AR,Craighead County,Population 1990,68956
5031,AR,Craighead County,Population 2000,82139
5031,AR,Craighead County,Population 2010,96443
5031,AR,Craighead County,Population 2020,111231
5031,AR,Craighead County,Population 2021,112218
5033,AR,Crawford County,Rural-urban continuum code 2013,2
5033,AR,Crawford County,Population 1990,42493
5033,AR,Crawford County,Population 2000,53252
5033,AR,Crawford County,Population 2010,61948
5033,AR,Crawford County,Population 2020,60133
5033,AR,Crawford County,Population 2021,60378
5035,AR,Crittenden County,Rural-urban continuum code 2013,1
5035,AR,Crittenden County,Population 1990,49939
5035,AR,Crittenden County,Population 2000,50855
5035,AR,Crittenden County,Population 2010,50902
5035,AR,Crittenden County,Population 2020,48163
5035,AR,Crittenden County,Population 2021,47525
5037,AR,Cross County,Rural-urban continuum code 2013,6
5037,AR,Cross County,Population 1990,19225
5037,AR,Cross County,Population 2000,19529
5037,AR,Cross County,Population 2010,17870
5037,AR,Cross County,Population 2020,16833
5037,AR,Cross County,Population 2021,16681
5039,AR,Dallas County,Rural-urban continuum code 2013,6
5039,AR,Dallas County,Population 1990,9614
5039,AR,Dallas County,Population 2000,9196
5039,AR,Dallas County,Population 2010,8116
5039,AR,Dallas County,Population 2020,6482
5039,AR,Dallas County,Population 2021,6308
5041,AR,Desha County,Rural-urban continuum code 2013,6
5041,AR,Desha County,Population 1990,16798
5041,AR,Desha County,Population 2000,15351
5041,AR,Desha County,Population 2010,13008
5041,AR,Desha County,Population 2020,11395
5041,AR,Desha County,Population 2021,11090
5043,AR,Drew County,Rural-urban continuum code 2013,6
5043,AR,Drew County,Population 1990,17369
5043,AR,Drew County,Population 2000,18690
5043,AR,Drew County,Population 2010,18509
5043,AR,Drew County,Population 2020,17350
5043,AR,Drew County,Population 2021,17110
5045,AR,Faulkner County,Rural-urban continuum code 2013,2
5045,AR,Faulkner County,Population 1990,60006
5045,AR,Faulkner County,Population 2000,86036
5045,AR,Faulkner County,Population 2010,113237
5045,AR,Faulkner County,Population 2020,123498
5045,AR,Faulkner County,Population 2021,125106
5047,AR,Franklin County,Rural-urban continuum code 2013,6
5047,AR,Franklin County,Population 1990,14897
5047,AR,Franklin County,Population 2000,17766
5047,AR,Franklin County,Population 2010,18125
5047,AR,Franklin County,Population 2020,17097
5047,AR,Franklin County,Population 2021,17173
5049,AR,Fulton County,Rural-urban continuum code 2013,9
5049,AR,Fulton County,Population 1990,10037
5049,AR,Fulton County,Population 2000,11627
5049,AR,Fulton County,Population 2010,12245
5049,AR,Fulton County,Population 2020,12075
5049,AR,Fulton County,Population 2021,12145
5051,AR,Garland County,Rural-urban continuum code 2013,3
5051,AR,Garland County,Population 1990,73397
5051,AR,Garland County,Population 2000,88122
5051,AR,Garland County,Population 2010,96024
5051,AR,Garland County,Population 2020,100180
5051,AR,Garland County,Population 2021,100330
5053,AR,Grant County,Rural-urban continuum code 2013,2
5053,AR,Grant County,Population 1990,13948
5053,AR,Grant County,Population 2000,16457
5053,AR,Grant County,Population 2010,17853
5053,AR,Grant County,Population 2020,17958
5053,AR,Grant County,Population 2021,18090
5055,AR,Greene County,Rural-urban continuum code 2013,4
5055,AR,Greene County,Population 1990,31804
5055,AR,Greene County,Population 2000,37383
5055,AR,Greene County,Population 2010,42090
5055,AR,Greene County,Population 2020,45736
5055,AR,Greene County,Population 2021,46317
5057,AR,Hempstead County,Rural-urban continuum code 2013,6
5057,AR,Hempstead County,Population 1990,21621
5057,AR,Hempstead County,Population 2000,23597
5057,AR,Hempstead County,Population 2010,22609
5057,AR,Hempstead County,Population 2020,20065
5057,AR,Hempstead County,Population 2021,19694
5059,AR,Hot Spring County,Rural-urban continuum code 2013,6
5059,AR,Hot Spring County,Population 1990,26115
5059,AR,Hot Spring County,Population 2000,30413
5059,AR,Hot Spring County,Population 2010,32923
5059,AR,Hot Spring County,Population 2020,33040
5059,AR,Hot Spring County,Population 2021,33148
5061,AR,Howard County,Rural-urban continuum code 2013,6
5061,AR,Howard County,Population 1990,13569
5061,AR,Howard County,Population 2000,14304
5061,AR,Howard County,Population 2010,13789
5061,AR,Howard County,Population 2020,12785
5061,AR,Howard County,Population 2021,12698
5063,AR,Independence County,Rural-urban continuum code 2013,7
5063,AR,Independence County,Population 1990,31192
5063,AR,Independence County,Population 2000,34246
5063,AR,Independence County,Population 2010,36647
5063,AR,Independence County,Population 2020,37938
5063,AR,Independence County,Population 2021,37723
5065,AR,Izard County,Rural-urban continuum code 2013,9
5065,AR,Izard County,Population 1990,11364
5065,AR,Izard County,Population 2000,13261
5065,AR,Izard County,Population 2010,13696
5065,AR,Izard County,Population 2020,13577
5065,AR,Izard County,Population 2021,13911
5067,AR,Jackson County,Rural-urban continuum code 2013,6
5067,AR,Jackson County,Population 1990,18944
5067,AR,Jackson County,Population 2000,18420
5067,AR,Jackson County,Population 2010,17997
5067,AR,Jackson County,Population 2020,16755
5067,AR,Jackson County,Population 2021,16811
5069,AR,Jefferson County,Rural-urban continuum code 2013,3
5069,AR,Jefferson County,Population 1990,85487
5069,AR,Jefferson County,Population 2000,84295
5069,AR,Jefferson County,Population 2010,77435
5069,AR,Jefferson County,Population 2020,67260
5069,AR,Jefferson County,Population 2021,65861
5071,AR,Johnson County,Rural-urban continuum code 2013,7
5071,AR,Johnson County,Population 1990,18221
5071,AR,Johnson County,Population 2000,22779
5071,AR,Johnson County,Population 2010,25540
5071,AR,Johnson County,Population 2020,25749
5071,AR,Johnson County,Population 2021,25845
5073,AR,Lafayette County,Rural-urban continuum code 2013,8
5073,AR,Lafayette County,Population 1990,9643
5073,AR,Lafayette County,Population 2000,8550
5073,AR,Lafayette County,Population 2010,7645
5073,AR,Lafayette County,Population 2020,6308
5073,AR,Lafayette County,Population 2021,6163
5075,AR,Lawrence County,Rural-urban continuum code 2013,6
5075,AR,Lawrence County,Population 1990,17455
5075,AR,Lawrence County,Population 2000,17762
5075,AR,Lawrence County,Population 2010,17415
5075,AR,Lawrence County,Population 2020,16216
5075,AR,Lawrence County,Population 2021,16292
5077,AR,Lee County,Rural-urban continuum code 2013,7
5077,AR,Lee County,Population 1990,13053
5077,AR,Lee County,Population 2000,12578
5077,AR,Lee County,Population 2010,10424
5077,AR,Lee County,Population 2020,8600
5077,AR,Lee County,Population 2021,8619
5079,AR,Lincoln County,Rural-urban continuum code 2013,3
5079,AR,Lincoln County,Population 1990,13690
5079,AR,Lincoln County,Population 2000,14482
5079,AR,Lincoln County,Population 2010,14134
5079,AR,Lincoln County,Population 2020,12941
5079,AR,Lincoln County,Population 2021,13037
5081,AR,Little River County,Rural-urban continuum code 2013,3
